,abiturient_id,spec_id,status,predmet_1,predmet_2,predmet_3,predmet_1_bal,predmet_2_bal,predmet_3_bal,edu_form,fin_type,sum_bal
2876,202101893,21,0,Математика,Физика,Русский язык,56,66,80,1,1,188
2877,202102339,39,0,Иностранный язык,Обществознание,Русский язык,76,70,89,1,2,216
2878,202102339,62,0,Русский язык,Обществознание,Иностранный язык,89,70,76,1,2,229
2879,202102252,24,0,Математика,Обществознание,Русский язык,62,47,67,1,2,156
2880,202102252,23,0,Математика,Обществознание,Русский язык,62,47,67,1,2,156
2881,202102252,25,0,Математика,Обществознание,Русский язык,62,47,67,1,2,156
2882,202100536,11,0,Математика,Физика,Русский язык,45,46,60,1,1,137
2883,202100536,11,0,Математика,Физика,Русский язык,45,46,60,1,2,137
2884,202100536,12,0,Математика,Физика,Русский язык,45,46,60,1,1,137
2885,202100536,12,0,Математика,Физика,Русский язык,45,46,60,1,2,137
2886,202100536,13,0,Математика,Физика,Русский язык,45,46,60,1,1,137
2887,202100536,13,0,Математика,Физика,Русский язык,45,46,60,1,2,137
2888,202100536,15,0,Математика,Физика,Русский язык,45,46,60,1,1,137
2889,202100536,15,0,Математика,Физика,Русский язык,45,46,60,1,2,137
2890,202100536,16,0,Математика,Физика,Русский язык,45,46,60,1,2,137
2891,202102866,23,0,Математика,Обществознание,Русский язык,94,0,0,3,2,94
2892,202102866,24,0,Математика,Обществознание,Русский язык,94,0,0,3,2,94
2893,202102866,25,0,Математика,Обществознание,Русский язык,94,0,0,3,2,94
2894,202100821,1,0,Математика,Информатика и ИКТ,Русский язык,80,75,70,1,1,230
2895,202100821,2,0,Математика,Информатика и ИКТ,Русский язык,80,75,70,1,1,230
2896,202100821,3,0,Математика,Информатика и ИКТ,Русский язык,80,75,70,1,1,230
2897,202100576,3,1,Математика,Информатика и ИКТ,Русский язык,62,78,69,1,2,218
2898,202102438,62,0,Русский язык,Обществознание,Иностранный язык,86,64,63,1,2,214
2899,202102438,39,1,Иностранный язык,Обществознание,Русский язык,63,64,86,1,2,191
2900,202102884,3,0,Математика,Информатика и ИКТ,Русский язык,56,73,78,1,1,202
2901,202102884,1,0,Математика,Информатика и ИКТ,Русский язык,56,73,78,1,1,202
2902,202102884,2,0,Математика,Информатика и ИКТ,Русский язык,56,73,78,1,1,202
2903,202102884,3,1,Математика,Информатика и ИКТ,Русский язык,56,73,78,1,2,202
2904,202102884,1,0,Математика,Информатика и ИКТ,Русский язык,56,73,78,1,2,202
2905,202102884,2,0,Математика,Информатика и ИКТ,Русский язык,56,73,78,1,2,202
2906,202102884,16,0,Математика,Физика,Русский язык,56,60,78,1,1,176
2907,202102884,16,0,Математика,Физика,Русский язык,56,60,78,1,2,176
2908,202102864,1,1,Математика,Информатика и ИКТ,Русский язык,72,98,78,1,1,268
2909,202102864,3,0,Математика,Информатика и ИКТ,Русский язык,72,98,78,1,1,268
2910,202102864,2,0,Математика,Информатика и ИКТ,Русский язык,72,98,78,1,1,268
2911,202102864,4,0,Математика,Информатика и ИКТ,Русский язык,72,98,78,1,1,268
2912,202102864,7,0,Математика,Информатика и ИКТ,Русский язык,72,98,78,1,1,268
2913,202101156,11,0,Математика,Физика,Русский язык,72,64,78,1,1,200
2914,202101156,13,0,Математика,Физика,Русский язык,72,64,78,1,1,200
2915,202101156,10,0,Математика,Физика,Русский язык,72,64,78,1,1,200
2916,202101156,16,0,Математика,Физика,Русский язык,72,64,78,1,1,200
2917,202101156,11,0,Математика,Физика,Русский язык,72,64,78,1,2,200
2918,202101156,10,0,Математика,Физика,Русский язык,72,64,78,1,2,200
2919,202101156,16,0,Математика,Физика,Русский язык,72,64,78,1,2,200
2920,202101156,13,0,Математика,Физика,Русский язык,72,64,78,1,2,200
2921,202100649,5,0,Математика,Физика,Русский язык,50,53,78,1,1,156
2922,202100649,27,0,Математика,Физика,Русский язык,50,53,78,1,1,156
2923,202100649,10,0,Математика,Физика,Русский язык,50,53,78,1,1,156
2924,202100649,12,0,Математика,Физика,Русский язык,50,53,78,1,1,156
2925,202100649,33,0,Математика,Физика,Русский язык,50,53,78,1,1,156
2926,202100391,31,0,Математика,Физика,Русский язык,74,66,88,1,1,206
2927,202100391,33,1,Математика,Физика,Русский язык,74,66,88,1,1,206
2928,202100391,20,0,Математика,Физика,Русский язык,74,66,88,1,1,206
2929,202100391,34,0,Математика,Физика,Русский язык,74,66,88,1,1,206
2930,202100391,18,0,Математика,Физика,Русский язык,74,66,88,1,1,206
2931,202100519,26,1,Иностранный язык,Математика,Русский язык,74,39,78,1,2,152
2932,202102894,3,0,Математика,Информатика и ИКТ,Русский язык,68,70,73,1,1,208
2933,202102894,3,0,Математика,Информатика и ИКТ,Русский язык,68,70,73,1,2,208
2934,202102894,4,0,Математика,Информатика и ИКТ,Русский язык,68,70,73,1,1,208
2935,202102894,4,0,Математика,Информатика и ИКТ,Русский язык,68,70,73,1,2,208
2936,202102894,36,0,Математика,Информатика и ИКТ,Русский язык,68,70,73,1,1,208
2937,202102894,36,0,Математика,Информатика и ИКТ,Русский язык,68,70,73,1,2,208
2938,202102894,35,0,Математика,Информатика и ИКТ,Русский язык,68,70,73,1,1,208
2939,202102894,35,0,Математика,Информатика и ИКТ,Русский язык,68,70,73,1,2,208
2940,202102894,2,0,Математика,Информатика и ИКТ,Русский язык,68,70,73,1,1,208
2941,202102894,2,0,Математика,Информатика и ИКТ,Русский язык,68,70,73,1,2,208
2942,202102747,35,0,Математика,Информатика и ИКТ,Русский язык,76,80,92,1,1,236
2943,202102747,36,0,Математика,Информатика и ИКТ,Русский язык,76,80,92,1,1,236
2944,202102747,7,0,Математика,Информатика и ИКТ,Русский язык,76,80,92,1,1,236
2945,202102747,3,0,Математика,Информатика и ИКТ,Русский язык,76,80,92,1,1,236
2946,202102747,2,0,Математика,Информатика и ИКТ,Русский язык,76,80,92,1,1,236
2947,202101114,12,0,Математика,Физика,Русский язык,56,52,72,1,1,160
2948,202101114,30,0,Математика,Физика,Русский язык,56,52,72,1,1,160
2949,202101114,33,0,Математика,Физика,Русский язык,56,52,72,1,1,160
2950,202101114,34,0,Математика,Физика,Русский язык,56,52,72,1,1,160
2951,202101114,31,0,Математика,Физика,Русский язык,56,52,72,1,1,160
2952,202101616,19,0,Математика,Физика,Русский язык,70,51,60,1,1,172
2953,202101616,12,0,Математика,Физика,Русский язык,70,51,60,1,1,172
2954,202101616,34,0,Математика,Физика,Русский язык,70,51,60,1,1,172
2955,202101616,6,0,Математика,Физика,Русский язык,70,51,60,1,1,172
2956,202101616,37,0,Математика,Физика,Русский язык,70,51,60,1,1,172
2957,202101887,16,0,Математика,Физика,Русский язык,78,55,86,1,1,188
2958,202101887,18,0,Математика,Физика,Русский язык,78,55,86,1,1,188
2959,202101887,32,0,Математика,Физика,Русский язык,78,55,86,1,1,188
2960,202102555,20,0,Математика,Физика,Русский язык,80,91,66,1,1,262
2961,202102555,33,0,Математика,Физика,Русский язык,80,91,66,1,1,262
2962,202101623,16,0,Математика,Физика,Русский язык,39,47,71,1,1,133
2963,202101623,16,0,Математика,Физика,Русский язык,39,47,71,1,2,133
2964,202101623,22,0,Математика,Физика,Русский язык,39,47,71,1,1,133
2965,202101623,22,0,Математика,Физика,Русский язык,39,47,71,1,2,133
2966,202101623,6,0,Математика,Физика,Русский язык,39,47,71,1,1,133
2967,202101623,6,0,Математика,Физика,Русский язык,39,47,71,1,2,133
2968,202102555,18,0,Математика,Физика,Русский язык,80,91,66,1,1,262
2969,202102154,12,0,Математика,Физика,Русский язык,62,57,61,1,1,176
2970,202102154,15,0,Математика,Физика,Русский язык,62,57,61,1,1,176
2971,202102154,20,0,Математика,Физика,Русский язык,62,57,61,1,1,176
2972,202102154,11,0,Математика,Физика,Русский язык,62,57,61,1,1,176
2973,202102154,9,0,Математика,Физика,Русский язык,62,57,61,1,1,176
2974,202102518,23,1,Математика,Обществознание,Русский язык,74,70,94,1,2,214
2975,202102518,26,0,Иностранный язык,Математика,Русский язык,91,74,94,1,2,239
2976,202102518,62,0,Русский язык,Обществознание,Иностранный язык,94,70,91,1,2,234
2977,202100770,11,0,Математика,Физика,Русский язык,45,55,61,1,1,155
2978,202100770,13,0,Математика,Физика,Русский язык,45,55,61,1,1,155
2979,202100770,9,0,Математика,Физика,Русский язык,45,55,61,1,1,155
2980,202102919,1,0,Математика,Информатика и ИКТ,Русский язык,76,78,80,1,1,232
2981,202102919,22,0,Математика,Физика,Русский язык,76,46,80,1,1,168
2982,202102919,12,0,Математика,Физика,Русский язык,76,46,80,1,1,168
2983,202102919,4,1,Математика,Информатика и ИКТ,Русский язык,76,78,80,1,1,232
2984,202102919,7,0,Математика,Информатика и ИКТ,Русский язык,76,78,80,1,1,232
2985,202102920,2,1,Математика,Информатика и ИКТ,Русский язык,56,58,76,1,2,172
2986,202100448,32,1,Математика,Физика,Русский язык,84,85,90,1,1,254
2987,202100448,33,0,Математика,Физика,Русский язык,84,85,90,1,1,254
2988,202100448,34,0,Математика,Физика,Русский язык,84,85,90,1,1,254
2989,202100448,11,0,Математика,Физика,Русский язык,84,85,90,1,1,254
2990,202100448,30,0,Математика,Физика,Русский язык,84,85,90,1,1,254
2991,202101770,24,0,Математика,Обществознание,Русский язык,39,52,84,1,2,143
2992,202101770,25,0,Математика,Обществознание,Русский язык,39,52,84,1,2,143
2993,202102923,30,0,Математика,Физика,Русский язык,39,45,51,1,1,129
2994,202102923,31,0,Математика,Физика,Русский язык,39,45,51,1,1,129
2995,202102923,33,0,Математика,Физика,Русский язык,39,45,51,1,2,129
2996,202102923,20,0,Математика,Физика,Русский язык,39,45,51,1,2,129
2997,202102923,32,0,Математика,Физика,Русский язык,39,45,51,1,2,129
2998,202102923,34,0,Математика,Физика,Русский язык,39,45,51,1,2,129
2999,202102923,37,0,Математика,Физика,Русский язык,39,45,51,1,2,129
3000,202102177,62,0,Русский язык,Обществознание,Иностранный язык,88,63,79,1,2,214
3001,202102177,39,0,Иностранный язык,Обществознание,Русский язык,79,63,88,1,2,205
3002,202102139,35,1,Математика,Информатика и ИКТ,Русский язык,68,75,88,1,1,218
3003,202102139,2,0,Математика,Информатика и ИКТ,Русский язык,68,75,88,1,1,218
3004,202100209,1,0,Математика,Информатика и ИКТ,Русский язык,70,65,88,1,1,200
3005,202100209,2,0,Математика,Информатика и ИКТ,Русский язык,70,65,88,1,1,200
3006,202100209,3,0,Математика,Информатика и ИКТ,Русский язык,70,65,88,1,1,200
3007,202100209,1,0,Математика,Информатика и ИКТ,Русский язык,70,65,88,1,2,200
3008,202100209,2,0,Математика,Информатика и ИКТ,Русский язык,70,65,88,1,2,200
3009,202100209,3,0,Математика,Информатика и ИКТ,Русский язык,70,65,88,1,2,200
3010,202101820,30,1,Математика,Физика,Русский язык,74,61,92,1,1,196
3011,202100720,24,1,Математика,Обществознание,Русский язык,50,61,76,1,2,172
3012,202102765,4,0,Математика,Информатика и ИКТ,Русский язык,70,63,78,1,1,196
3013,202102765,7,0,Математика,Информатика и ИКТ,Русский язык,70,63,78,1,1,196
3014,202102765,18,1,Математика,Физика,Русский язык,70,62,78,1,1,194
3015,202102765,16,0,Математика,Физика,Русский язык,70,62,78,1,1,194
3016,202101860,33,0,Математика,Физика,Русский язык,82,76,80,1,1,234
3017,202101860,34,0,Математика,Физика,Русский язык,82,76,80,1,1,234
3018,202101860,18,0,Математика,Физика,Русский язык,82,76,80,1,1,234
3019,202101860,5,0,Математика,Физика,Русский язык,82,76,80,1,1,234
3020,202101570,1,1,Математика,Информатика и ИКТ,Русский язык,88,83,86,1,1,254
3021,202101570,2,0,Математика,Информатика и ИКТ,Русский язык,88,83,86,1,1,254
3022,202101570,3,0,Математика,Информатика и ИКТ,Русский язык,88,83,86,1,1,254
3023,202102939,16,0,Математика,Физика,Русский язык,74,78,88,1,1,230
3024,202102939,32,0,Математика,Физика,Русский язык,74,78,88,1,1,230
3025,202102939,18,0,Математика,Физика,Русский язык,74,78,88,1,1,230
3026,202102939,33,0,Математика,Физика,Русский язык,74,78,88,1,1,230
3027,202102939,27,0,Математика,Физика,Русский язык,74,78,88,1,1,230
3028,202100543,4,0,Математика,Информатика и ИКТ,Русский язык,82,83,78,1,1,248
3029,202100543,3,0,Математика,Информатика и ИКТ,Русский язык,82,83,78,1,1,248
3030,202100543,7,1,Математика,Информатика и ИКТ,Русский язык,82,83,78,1,1,248
3031,202102945,1,0,Математика,Информатика и ИКТ,Русский язык,56,68,72,1,1,192
3032,202102945,2,0,Математика,Информатика и ИКТ,Русский язык,56,68,72,1,1,192
3033,202102855,26,1,Иностранный язык,Математика,Русский язык,53,39,66,1,2,131
3034,202100407,39,0,Иностранный язык,Обществознание,Русский язык,79,85,78,1,2,249
3035,202100505,1,0,Математика,Информатика и ИКТ,Русский язык,39,55,53,1,2,149
3036,202100505,2,1,Математика,Информатика и ИКТ,Русский язык,39,55,53,1,2,149
3037,202100505,3,0,Математика,Информатика и ИКТ,Русский язык,39,55,53,1,2,149
3038,202100505,17,0,Математика,Информатика и ИКТ,Русский язык,39,55,53,1,2,149
3039,202102941,33,1,Математика,Физика,Русский язык,68,58,70,1,1,184
3040,202102941,6,0,Математика,Физика,Русский язык,68,58,70,1,1,184
3041,202102941,19,0,Математика,Физика,Русский язык,68,58,70,1,1,184
3042,202102561,27,0,Математика,Физика,Русский язык,62,54,88,1,1,170
3043,202102960,1,0,Математика,Информатика и ИКТ,Русский язык,74,88,72,1,1,250
3044,202102960,2,0,Математика,Информатика и ИКТ,Русский язык,74,88,72,1,1,250
3045,202102960,3,0,Математика,Информатика и ИКТ,Русский язык,74,88,72,1,1,250
3046,202102653,27,0,Математика,Физика,Русский язык,80,95,86,1,1,270
3047,202100403,62,1,Русский язык,Обществознание,Иностранный язык,84,76,79,1,2,236
3048,202100403,39,0,Иностранный язык,Обществознание,Русский язык,79,76,84,1,2,231
3049,202102965,1,0,Математика,Информатика и ИКТ,Русский язык,50,65,80,1,1,180
3050,202102965,1,0,Математика,Информатика и ИКТ,Русский язык,50,65,80,1,2,180
3051,202102965,2,0,Математика,Информатика и ИКТ,Русский язык,50,65,80,1,1,180
3052,202102965,2,0,Математика,Информатика и ИКТ,Русский язык,50,65,80,1,2,180
3053,202102965,3,0,Математика,Информатика и ИКТ,Русский язык,50,65,80,1,1,180
3054,202102965,3,1,Математика,Информатика и ИКТ,Русский язык,50,65,80,1,2,180
3055,202102965,4,0,Математика,Информатика и ИКТ,Русский язык,50,65,80,1,1,180
3056,202102965,4,0,Математика,Информатика и ИКТ,Русский язык,50,65,80,1,2,180
3057,202102965,7,0,Математика,Информатика и ИКТ,Русский язык,50,65,80,1,1,180
3058,202102965,7,0,Математика,Информатика и ИКТ,Русский язык,50,65,80,1,2,180
3059,202100097,32,0,Математика,Физика,Русский язык,50,51,66,1,1,152
3060,202100097,32,1,Математика,Физика,Русский язык,50,51,66,1,2,152
3061,202100097,33,0,Математика,Физика,Русский язык,50,51,66,1,1,152
3062,202100097,33,0,Математика,Физика,Русский язык,50,51,66,1,2,152
3063,202100097,34,0,Математика,Физика,Русский язык,50,51,66,1,2,152
3064,202100097,30,0,Математика,Физика,Русский язык,50,51,66,1,2,152
3065,202100097,27,0,Математика,Физика,Русский язык,50,51,66,1,1,152
3066,202100097,27,0,Математика,Физика,Русский язык,50,51,66,1,2,152
3067,202102966,3,1,Математика,Информатика и ИКТ,Русский язык,78,50,78,2,2,178
3068,202101413,35,0,Математика,Информатика и ИКТ,Русский язык,76,60,88,1,1,196
3069,202100683,5,0,Математика,Физика,Русский язык,72,70,72,1,1,212
3070,202100683,6,0,Математика,Физика,Русский язык,72,70,72,1,1,212
3071,202100683,12,0,Математика,Физика,Русский язык,72,70,72,1,1,212
3072,202100683,33,0,Математика,Физика,Русский язык,72,70,72,1,1,212
3073,202100683,22,0,Математика,Физика,Русский язык,72,70,72,1,1,212
3074,202102622,21,0,Математика,Физика,Русский язык,88,83,84,1,1,254
3075,202102622,11,0,Математика,Физика,Русский язык,88,83,84,1,1,254
3076,202102622,5,0,Математика,Физика,Русский язык,88,83,84,1,1,254
3077,202102622,8,0,Математика,Физика,Русский язык,88,83,84,1,1,254
3078,202102622,27,0,Математика,Физика,Русский язык,88,83,84,1,1,254
3079,202100938,27,0,Математика,Физика,Русский язык,56,62,84,1,1,180
3080,202102378,9,0,Математика,Физика,Русский язык,76,78,72,1,1,232
3081,202102378,18,0,Математика,Физика,Русский язык,76,78,72,1,1,232
3082,202102378,32,0,Математика,Физика,Русский язык,76,78,72,1,1,232
3083,202102378,16,0,Математика,Физика,Русский язык,76,78,72,1,1,232
3084,202102378,27,0,Математика,Физика,Русский язык,76,78,72,1,1,232
3085,202100332,62,0,Русский язык,Обществознание,Иностранный язык,67,62,75,1,2,191
3086,202100332,39,0,Иностранный язык,Обществознание,Русский язык,75,62,67,1,2,199
3087,202100332,62,0,Русский язык,Обществознание,Иностранный язык,67,62,75,2,2,191
3088,202100321,1,0,Математика,Информатика и ИКТ,Русский язык,62,73,71,1,1,208
3089,202100321,2,0,Математика,Информатика и ИКТ,Русский язык,62,73,71,1,1,208
3090,202100321,3,0,Математика,Информатика и ИКТ,Русский язык,62,73,71,1,1,208
3091,202100321,4,0,Математика,Информатика и ИКТ,Русский язык,62,73,71,1,1,208
3092,202100321,7,0,Математика,Информатика и ИКТ,Русский язык,62,73,71,1,1,208
3093,202101969,31,0,Математика,Физика,Русский язык,74,81,72,1,1,236
3094,202101969,32,1,Математика,Физика,Русский язык,74,81,72,1,1,236
3095,202101969,30,0,Математика,Физика,Русский язык,74,81,72,1,1,236
3096,202100794,39,0,Иностранный язык,Обществознание,Русский язык,89,95,82,1,2,279
3097,202101147,62,0,Русский язык,Обществознание,Иностранный язык,88,78,85,1,2,244
3098,202101147,39,1,Иностранный язык,Обществознание,Русский язык,85,78,88,1,2,241
3099,202102402,5,1,Математика,Физика,Русский язык,72,58,90,1,1,188
3100,202102402,13,0,Математика,Физика,Русский язык,72,58,90,1,1,188
3101,202102402,8,0,Математика,Физика,Русский язык,72,58,90,1,1,188
3102,202102402,15,0,Математика,Физика,Русский язык,72,58,90,1,1,188
3103,202102402,16,0,Математика,Физика,Русский язык,72,58,90,1,1,188
3104,202101371,21,0,Математика,Физика,Русский язык,78,53,76,1,1,184
3105,202100768,39,0,Иностранный язык,Обществознание,Русский язык,58,55,73,1,2,168
3106,202102947,11,0,Математика,Физика,Русский язык,74,66,86,1,1,206
3107,202102947,16,0,Математика,Физика,Русский язык,74,66,86,1,1,206
3108,202102947,8,0,Математика,Физика,Русский язык,74,66,86,1,1,206
3109,202102947,19,0,Математика,Физика,Русский язык,74,66,86,1,1,206
3110,202102947,12,0,Математика,Физика,Русский язык,74,66,86,1,1,206
3111,202102957,8,0,Математика,Физика,Русский язык,80,80,82,1,1,240
3112,202102957,21,0,Математика,Физика,Русский язык,80,80,82,1,1,240
3113,202102957,16,0,Математика,Физика,Русский язык,80,80,82,1,1,240
3114,202102307,3,0,Математика,Информатика и ИКТ,Русский язык,92,95,94,1,1,282
3115,202102307,1,0,Математика,Информатика и ИКТ,Русский язык,92,95,94,1,1,282
3116,202102307,2,0,Математика,Информатика и ИКТ,Русский язык,92,95,94,1,1,282
3117,202101216,5,1,Математика,Физика,Русский язык,70,60,80,1,1,190
3118,202101216,6,0,Математика,Физика,Русский язык,70,60,80,1,1,190
3119,202101216,8,0,Математика,Физика,Русский язык,70,60,80,1,1,190
3120,202101216,16,0,Математика,Физика,Русский язык,70,60,80,1,1,190
3121,202102411,39,1,Иностранный язык,Обществознание,Русский язык,84,54,82,1,2,192
3122,202101311,15,0,Математика,Физика,Русский язык,62,49,72,1,1,160
3123,202101311,13,0,Математика,Физика,Русский язык,62,49,72,1,1,160
3124,202101311,11,0,Математика,Физика,Русский язык,62,49,72,1,1,160
3125,202102987,62,0,Русский язык,Обществознание,Иностранный язык,61,52,61,1,2,165
3126,202100165,26,0,Иностранный язык,Математика,Русский язык,50,39,62,1,2,128
3127,202102660,11,0,Математика,Физика,Русский язык,74,55,73,1,1,184
3128,202102660,5,0,Математика,Физика,Русский язык,74,55,73,1,1,184
3129,202100943,12,0,Математика,Физика,Русский язык,45,42,64,1,1,129
3130,202100943,31,0,Математика,Физика,Русский язык,45,42,64,1,1,129
3131,202100943,18,0,Математика,Физика,Русский язык,45,42,64,1,1,129
3132,202100943,33,0,Математика,Физика,Русский язык,45,42,64,1,1,129
3133,202100943,23,0,Математика,Обществознание,Русский язык,45,64,64,1,2,173
3134,202100338,15,0,Математика,Физика,Русский язык,50,51,73,1,1,152
3135,202100338,12,0,Математика,Физика,Русский язык,50,51,73,1,1,152
3136,202100338,18,0,Математика,Физика,Русский язык,50,51,73,1,1,152
3137,202102994,1,0,Математика,Информатика и ИКТ,Русский язык,80,88,72,1,1,256
3138,202102994,2,0,Математика,Информатика и ИКТ,Русский язык,80,88,72,1,1,256
3139,202102994,7,0,Математика,Информатика и ИКТ,Русский язык,80,88,72,1,1,256
3140,202102994,3,0,Математика,Информатика и ИКТ,Русский язык,80,88,72,1,1,256
3141,202102993,3,0,Математика,Информатика и ИКТ,Русский язык,72,75,82,1,1,222
3142,202102993,1,0,Математика,Информатика и ИКТ,Русский язык,72,75,82,1,1,222
3143,202102993,2,0,Математика,Информатика и ИКТ,Русский язык,72,75,82,1,1,222
3144,202102706,32,0,Математика,Физика,Русский язык,84,80,88,1,1,244
3145,202102706,33,0,Математика,Физика,Русский язык,84,80,88,1,1,244
3146,202102706,20,0,Математика,Физика,Русский язык,84,80,88,1,1,244
3147,202102706,18,0,Математика,Физика,Русский язык,84,80,88,1,1,244
3148,202103011,3,0,Математика,Информатика и ИКТ,Русский язык,84,90,78,1,1,264
3149,202103011,2,0,Математика,Информатика и ИКТ,Русский язык,84,90,78,1,1,264
3150,202100179,2,1,Математика,Информатика и ИКТ,Русский язык,94,73,90,1,1,240
3151,202100179,1,0,Математика,Информатика и ИКТ,Русский язык,94,73,90,1,1,240
3152,202100179,3,0,Математика,Информатика и ИКТ,Русский язык,94,73,90,1,1,240
3153,202100179,7,0,Математика,Информатика и ИКТ,Русский язык,94,73,90,1,1,240
3154,202100179,17,0,Математика,Информатика и ИКТ,Русский язык,94,73,90,1,2,240
3155,202101601,1,0,Математика,Информатика и ИКТ,Русский язык,90,85,88,1,1,260
3156,202101601,2,0,Математика,Информатика и ИКТ,Русский язык,90,85,88,1,1,260
3157,202101601,3,1,Математика,Информатика и ИКТ,Русский язык,90,85,88,1,1,260
3158,202100680,11,1,Математика,Физика,Русский язык,68,42,61,2,2,152
3159,202101993,11,0,Математика,Физика,Русский язык,27,47,82,1,2,121
3160,202101993,11,0,Математика,Физика,Русский язык,27,47,82,1,1,121
3161,202101993,33,0,Математика,Физика,Русский язык,27,47,82,1,2,121
3162,202101993,33,0,Математика,Физика,Русский язык,27,47,82,1,1,121
3163,202101993,15,0,Математика,Физика,Русский язык,27,47,82,1,2,121
3164,202101993,15,0,Математика,Физика,Русский язык,27,47,82,1,1,121
3165,202101993,13,0,Математика,Физика,Русский язык,27,47,82,1,2,121
3166,202101993,13,0,Математика,Физика,Русский язык,27,47,82,1,1,121
3167,202101993,5,0,Математика,Физика,Русский язык,27,47,82,1,2,121
3168,202101993,5,0,Математика,Физика,Русский язык,27,47,82,1,1,121
3169,202103016,32,0,Математика,Физика,Русский язык,76,74,92,1,1,224
3170,202103016,33,0,Математика,Физика,Русский язык,76,74,92,1,1,224
3171,202103016,34,0,Математика,Физика,Русский язык,76,74,92,1,1,224
3172,202101752,2,0,Математика,Информатика и ИКТ,Русский язык,68,60,92,1,1,188
3173,202100030,1,0,Математика,Информатика и ИКТ,Русский язык,68,90,84,1,1,248
3174,202100030,3,0,Математика,Информатика и ИКТ,Русский язык,68,90,84,1,1,248
3175,202100030,2,0,Математика,Информатика и ИКТ,Русский язык,68,90,84,1,1,248
3176,202100030,36,0,Математика,Информатика и ИКТ,Русский язык,68,90,84,1,1,248
3177,202102997,3,0,Математика,Информатика и ИКТ,Русский язык,45,73,61,1,1,191
3178,202102997,3,1,Математика,Информатика и ИКТ,Русский язык,45,73,61,1,2,191
3179,202102997,2,0,Математика,Информатика и ИКТ,Русский язык,45,73,61,1,1,191
3180,202102997,2,0,Математика,Информатика и ИКТ,Русский язык,45,73,61,1,2,191
3181,202101063,20,0,Математика,Физика,Русский язык,68,55,69,1,1,178
3182,202101063,32,0,Математика,Физика,Русский язык,68,55,69,1,1,178
3183,202101063,33,0,Математика,Физика,Русский язык,68,55,69,1,1,178
3184,202101063,18,0,Математика,Физика,Русский язык,68,55,69,1,1,178
3185,202102187,31,0,Математика,Физика,Русский язык,68,74,80,1,1,216
3186,202102187,30,0,Математика,Физика,Русский язык,68,74,80,1,1,216
3187,202102187,15,0,Математика,Физика,Русский язык,68,74,80,1,1,216
3188,202102970,18,0,Математика,Физика,Русский язык,76,76,90,1,1,228
3189,202102970,16,0,Математика,Физика,Русский язык,76,76,90,1,1,228
3190,202102970,32,0,Математика,Физика,Русский язык,76,76,90,1,1,228
3191,202102970,34,0,Математика,Физика,Русский язык,76,76,90,1,1,228
3192,202102970,22,0,Математика,Физика,Русский язык,76,76,90,1,1,228
3193,202100326,1,0,Математика,Информатика и ИКТ,Русский язык,70,73,88,1,1,216
3194,202100326,2,0,Математика,Информатика и ИКТ,Русский язык,70,73,88,1,1,216
3195,202100326,36,0,Математика,Информатика и ИКТ,Русский язык,70,73,88,1,1,216
3196,202100326,3,0,Математика,Информатика и ИКТ,Русский язык,70,73,88,1,1,216
3197,202100326,17,0,Математика,Информатика и ИКТ,Русский язык,70,73,88,1,2,216
3198,202101535,21,0,Математика,Физика,Русский язык,70,61,86,1,1,192
3199,202101535,18,0,Математика,Физика,Русский язык,70,61,86,1,1,192
3200,202101535,22,0,Математика,Физика,Русский язык,70,61,86,1,1,192
3201,202102395,27,1,Математика,Физика,Русский язык,76,59,65,1,1,194
3202,202102395,8,0,Математика,Физика,Русский язык,76,59,65,1,1,194
3203,202102395,34,0,Математика,Физика,Русский язык,76,59,65,1,1,194
3204,202102395,19,0,Математика,Физика,Русский язык,76,59,65,1,1,194
3205,202102395,31,0,Математика,Физика,Русский язык,76,59,65,1,1,194
3206,202103023,19,0,Математика,Физика,Русский язык,50,68,72,1,1,186
3207,202103023,12,0,Математика,Физика,Русский язык,50,68,72,1,1,186
3208,202103023,34,1,Математика,Физика,Русский язык,50,68,72,1,1,186
3209,202103023,33,0,Математика,Физика,Русский язык,50,68,72,1,1,186
3210,202103023,6,0,Математика,Физика,Русский язык,50,68,72,1,1,186
3211,202103048,3,1,Математика,Информатика и ИКТ,Русский язык,80,83,98,1,1,246
3212,202100518,39,1,Иностранный язык,Обществознание,Русский язык,73,57,82,1,2,187
3213,202103056,36,0,Математика,Информатика и ИКТ,Русский язык,70,68,59,1,1,206
3214,202103024,4,0,Математика,Информатика и ИКТ,Русский язык,76,73,69,1,1,222
3215,202103024,1,0,Математика,Информатика и ИКТ,Русский язык,76,73,69,1,2,222
3216,202103024,7,0,Математика,Информатика и ИКТ,Русский язык,76,73,69,1,1,222
3217,202103024,35,0,Математика,Информатика и ИКТ,Русский язык,76,73,69,1,1,222
3218,202103024,3,0,Математика,Информатика и ИКТ,Русский язык,76,73,69,1,2,222
3219,202101372,1,0,Математика,Информатика и ИКТ,Русский язык,78,85,78,1,1,248
3220,202101372,2,0,Математика,Информатика и ИКТ,Русский язык,78,85,78,1,1,248
3221,202101372,3,0,Математика,Информатика и ИКТ,Русский язык,78,85,78,1,1,248
3222,202101372,1,0,Математика,Информатика и ИКТ,Русский язык,78,85,78,1,2,248
3223,202101372,2,0,Математика,Информатика и ИКТ,Русский язык,78,85,78,1,2,248
