,abiturient_id,spec_id,status,predmet_1,predmet_2,predmet_3,predmet_1_bal,predmet_2_bal,predmet_3_bal,edu_form,fin_type,sum_bal
21000,202108689,18,0,Математика,Физика,Русский язык,45,72,86,1,2,189
21001,202108689,16,0,Математика,Физика,Русский язык,45,72,86,1,2,189
21002,202108689,20,0,Математика,Физика,Русский язык,45,72,86,1,2,189
21003,202108689,26,0,Иностранный язык,Математика,Русский язык,73,45,86,1,2,163
21004,202108689,22,0,Математика,Физика,Русский язык,45,72,86,1,2,189
21005,202108684,39,0,Иностранный язык,Обществознание,Русский язык,77,52,76,1,2,181
21006,202108077,26,1,Иностранный язык,Математика,Русский язык,74,68,82,1,2,210
21007,202104373,30,0,Математика,Физика,Русский язык,78,74,84,1,1,226
21008,202104373,9,0,Математика,Физика,Русский язык,78,74,84,1,1,226
21009,202104373,11,0,Математика,Физика,Русский язык,78,74,84,1,1,226
21010,202104373,4,0,Математика,Информатика и ИКТ,Русский язык,78,70,84,1,1,218
21011,202105535,62,0,Русский язык,Обществознание,Иностранный язык,76,56,55,1,2,188
21015,202103500,26,0,Иностранный язык,Математика,Русский язык,78,52,65,1,2,182
21016,202103248,15,0,Математика,Физика,Русский язык,80,80,86,1,1,240
21017,202103248,11,0,Математика,Физика,Русский язык,80,80,86,1,1,240
21018,202103248,5,0,Математика,Физика,Русский язык,80,80,86,1,1,240
21019,202103248,33,0,Математика,Физика,Русский язык,80,80,86,1,1,240
21020,202108698,1,0,Математика,Информатика и ИКТ,Русский язык,39,68,76,1,2,175
21021,202108698,2,0,Математика,Информатика и ИКТ,Русский язык,39,68,76,1,2,175
21022,202108698,3,0,Математика,Информатика и ИКТ,Русский язык,39,68,76,1,2,175
21023,202105462,1,0,Математика,Информатика и ИКТ,Русский язык,50,78,76,1,1,206
21024,202105462,2,0,Математика,Информатика и ИКТ,Русский язык,50,78,76,1,1,206
21025,202105462,3,0,Математика,Информатика и ИКТ,Русский язык,50,78,76,1,1,206
21026,202105462,4,0,Математика,Информатика и ИКТ,Русский язык,50,78,76,1,1,206
21027,202105462,7,0,Математика,Информатика и ИКТ,Русский язык,50,78,76,1,1,206
21028,202108704,11,1,Математика,Физика,Русский язык,90,74,86,2,2,238
21029,202105236,2,0,Математика,Информатика и ИКТ,Русский язык,45,63,86,1,1,171
21030,202105236,1,0,Математика,Информатика и ИКТ,Русский язык,45,63,86,1,1,171
21031,202103698,4,0,Математика,Информатика и ИКТ,Русский язык,74,80,64,1,1,234
21032,202103698,1,0,Математика,Информатика и ИКТ,Русский язык,74,80,64,1,1,234
21033,202103913,33,0,Математика,Физика,Русский язык,72,51,86,1,1,174
21034,202103913,31,0,Математика,Физика,Русский язык,72,51,86,1,1,174
21035,202103059,9,0,Математика,Физика,Русский язык,80,53,76,1,1,186
21036,202103059,10,0,Математика,Физика,Русский язык,80,53,76,1,1,186
21037,202102697,20,0,Математика,Физика,Русский язык,86,87,66,1,1,260
21038,202102697,18,0,Математика,Физика,Русский язык,86,87,66,1,1,260
21039,202102697,30,0,Математика,Физика,Русский язык,86,87,66,1,1,260
21040,202102697,16,0,Математика,Физика,Русский язык,86,87,66,1,1,260
21041,202102697,31,0,Математика,Физика,Русский язык,86,87,66,1,1,260
21042,202100672,10,0,Математика,Физика,Русский язык,39,55,90,1,1,149
21043,202100672,9,0,Математика,Физика,Русский язык,39,55,90,1,1,149
21044,202100672,16,0,Математика,Физика,Русский язык,39,55,90,1,1,149
21045,202100672,11,0,Математика,Физика,Русский язык,39,55,90,1,1,149
21046,202100672,31,0,Математика,Физика,Русский язык,39,55,90,1,1,149
21047,202101358,32,0,Математика,Физика,Русский язык,70,68,76,1,1,206
21048,202101358,34,0,Математика,Физика,Русский язык,70,68,76,1,1,206
21049,202101358,33,0,Математика,Физика,Русский язык,70,68,76,1,1,206
21050,202101358,31,0,Математика,Физика,Русский язык,70,68,76,1,1,206
21051,202101358,30,0,Математика,Физика,Русский язык,70,68,76,1,1,206
21052,202102460,18,0,Математика,Физика,Русский язык,74,62,57,1,1,198
21053,202102460,33,0,Математика,Физика,Русский язык,74,62,57,1,1,198
21054,202102460,32,0,Математика,Физика,Русский язык,74,62,57,1,1,198
21055,202108714,23,1,Математика,Обществознание,Русский язык,39,54,49,3,2,147
21056,202100110,11,1,Математика,Физика,Русский язык,88,72,80,2,2,232
21057,202102917,2,0,Математика,Информатика и ИКТ,Русский язык,45,78,76,1,2,201
21058,202102917,1,0,Математика,Информатика и ИКТ,Русский язык,45,78,76,1,2,201
21059,202102917,3,0,Математика,Информатика и ИКТ,Русский язык,45,78,76,1,2,201
21060,202102644,11,0,Математика,Физика,Русский язык,45,0,0,1,1,45
21061,202102644,32,0,Математика,Физика,Русский язык,45,0,0,1,1,45
21062,202100697,1,0,Математика,Информатика и ИКТ,Русский язык,68,58,65,1,2,184
21063,202100697,2,0,Математика,Информатика и ИКТ,Русский язык,68,58,65,1,2,184
21064,202100697,3,0,Математика,Информатика и ИКТ,Русский язык,68,58,65,1,2,184
21065,202109251,17,0,Математика,Информатика и ИКТ,Русский язык,39,60,53,1,2,159
21066,202109251,3,1,Математика,Информатика и ИКТ,Русский язык,39,60,53,1,2,159
21067,202103940,23,1,Математика,Обществознание,Русский язык,62,53,82,1,2,168
21068,202108703,26,0,Иностранный язык,Математика,Русский язык,80,62,87,1,2,204
21069,202109283,23,0,Математика,Обществознание,Русский язык,56,60,76,1,2,176
21070,202109283,24,0,Математика,Обществознание,Русский язык,56,60,76,1,2,176
21071,202107219,2,0,Математика,Информатика и ИКТ,Русский язык,70,78,67,1,2,226
21072,202107219,3,0,Математика,Информатика и ИКТ,Русский язык,70,78,67,1,2,226
21073,202107219,1,0,Математика,Информатика и ИКТ,Русский язык,70,78,67,1,2,226
21074,202104093,1,0,Математика,Информатика и ИКТ,Русский язык,45,70,71,1,1,185
21076,202109291,11,1,Математика,Физика,Русский язык,99,66,90,2,2,231
21077,202109292,11,1,Математика,Физика,Русский язык,99,76,86,2,2,251
21078,202108681,1,0,Математика,Информатика и ИКТ,Русский язык,45,65,90,1,2,175
21079,202108681,2,0,Математика,Информатика и ИКТ,Русский язык,45,65,90,1,2,175
21080,202108681,3,1,Математика,Информатика и ИКТ,Русский язык,45,65,90,1,2,175
21081,202108681,7,0,Математика,Информатика и ИКТ,Русский язык,45,65,90,1,2,175
21082,202108681,36,0,Математика,Информатика и ИКТ,Русский язык,45,65,90,1,2,175
21083,202100032,1,0,Математика,Информатика и ИКТ,Русский язык,50,50,5,1,1,150
21084,202100032,27,0,Математика,Физика,Русский язык,50,60,5,1,1,170
21085,202100032,15,0,Математика,Физика,Русский язык,50,60,5,1,1,170
21086,202109313,3,1,Математика,Информатика и ИКТ,Русский язык,50,70,54,1,2,190
21087,202109315,2,1,Математика,Информатика и ИКТ,Русский язык,45,53,72,1,2,151
21088,202109314,62,1,Русский язык,Обществознание,Иностранный язык,71,46,36,2,2,163
21089,202101076,23,0,Математика,Обществознание,Русский язык,72,16,45,3,2,104
21090,202106331,3,0,Математика,Информатика и ИКТ,Русский язык,68,50,48,1,1,168
21091,202102748,23,0,Математика,Обществознание,Русский язык,68,69,82,1,2,206
21092,202102748,24,0,Математика,Обществознание,Русский язык,68,69,82,1,2,206
21093,202109294,39,1,Иностранный язык,Обществознание,Русский язык,56,52,70,1,2,160
21094,202109294,62,0,Русский язык,Обществознание,Иностранный язык,70,52,56,1,2,174
21095,202109288,23,1,Математика,Обществознание,Русский язык,62,63,73,1,2,188
21096,202109325,13,1,Математика,Физика,Русский язык,62,45,64,1,2,152
21097,202109325,15,0,Математика,Физика,Русский язык,62,45,64,1,2,152
21098,202109325,33,0,Математика,Физика,Русский язык,62,45,64,1,2,152
21099,202105643,25,1,Математика,Обществознание,Русский язык,88,100,82,3,2,288
21100,202109329,23,0,Математика,Обществознание,Русский язык,56,56,72,3,2,168
21101,202109330,11,0,Математика,Физика,Русский язык,80,44,66,2,2,168
21102,202106921,26,0,Иностранный язык,Математика,Русский язык,68,45,69,1,2,158
21103,202108412,24,0,Математика,Обществознание,Русский язык,45,52,66,1,2,149
21104,202108412,24,0,Математика,Обществознание,Русский язык,45,52,66,3,2,149
21105,202108412,26,0,Иностранный язык,Математика,Русский язык,53,45,66,1,2,143
21106,202108412,23,0,Математика,Обществознание,Русский язык,45,52,66,3,2,149
21107,202109324,3,0,Математика,Информатика и ИКТ,Русский язык,72,53,72,2,2,178
21108,202104383,62,0,Русский язык,Обществознание,Иностранный язык,84,86,87,1,2,256
21109,202104383,39,0,Иностранный язык,Обществознание,Русский язык,87,86,84,1,2,259
21110,202109250,1,0,Математика,Информатика и ИКТ,Русский язык,33,45,57,1,2,123
21112,202109358,1,0,Математика,Информатика и ИКТ,Русский язык,50,60,71,1,2,170
21113,202109358,2,0,Математика,Информатика и ИКТ,Русский язык,50,60,71,1,2,170
21114,202109358,3,0,Математика,Информатика и ИКТ,Русский язык,50,60,71,1,2,170
21115,202109358,17,0,Математика,Информатика и ИКТ,Русский язык,50,60,71,1,2,170
21116,202109358,7,0,Математика,Информатика и ИКТ,Русский язык,50,60,71,1,2,170
21117,202109359,27,0,Математика,Физика,Русский язык,45,44,71,1,2,133
21118,202109359,37,0,Математика,Физика,Русский язык,45,44,71,1,2,133
21119,202109319,3,0,Математика,Информатика и ИКТ,Русский язык,45,70,78,2,2,185
21120,202103387,3,0,Математика,Информатика и ИКТ,Русский язык,86,43,62,2,2,172
21121,202109362,1,0,Математика,Информатика и ИКТ,Русский язык,39,60,57,1,2,159
21122,202109362,2,0,Математика,Информатика и ИКТ,Русский язык,39,60,57,1,2,159
21123,202109368,26,1,Иностранный язык,Математика,Русский язык,46,39,76,1,2,124
21124,202105767,11,1,Математика,Физика,Русский язык,45,44,41,2,2,133
21125,202109388,11,0,Математика,Физика,Русский язык,14,23,32,2,2,60
21126,202109388,31,0,Математика,Физика,Русский язык,14,23,32,1,2,60
21127,202109388,18,0,Математика,Физика,Русский язык,14,23,32,1,2,60
21128,202105245,1,1,Математика,Информатика и ИКТ,Русский язык,70,62,67,1,2,194
21129,202105245,2,0,Математика,Информатика и ИКТ,Русский язык,70,62,67,1,2,194
21130,202105245,3,0,Математика,Информатика и ИКТ,Русский язык,70,62,67,1,2,194
21131,202108461,3,0,Математика,Информатика и ИКТ,Русский язык,45,55,61,2,2,155
21132,202104033,39,1,Иностранный язык,Обществознание,Русский язык,44,60,64,1,2,164
21133,202109399,3,1,Математика,Информатика и ИКТ,Русский язык,45,48,59,2,2,141
21134,202109306,3,1,Математика,Информатика и ИКТ,Русский язык,56,45,86,2,2,146
21135,202109404,62,1,Русский язык,Обществознание,Иностранный язык,71,96,75,2,2,263
21136,202109405,39,1,Иностранный язык,Обществознание,Русский язык,64,78,78,1,2,220
21137,202109295,23,0,Математика,Обществознание,Русский язык,39,44,56,1,2,127
21138,202100549,25,1,Математика,Обществознание,Русский язык,39,61,72,3,2,161
21139,202103577,3,1,Математика,Информатика и ИКТ,Русский язык,50,63,66,1,2,176
21140,202108205,3,1,Математика,Информатика и ИКТ,Русский язык,70,68,62,1,2,206
21141,202109403,26,1,Иностранный язык,Математика,Русский язык,69,68,88,1,2,205
21142,202109341,38,0,Математика,Биология,Русский язык,45,40,80,1,2,125
21143,202109476,62,0,Русский язык,Обществознание,Иностранный язык,82,71,86,1,2,224
21144,202109476,39,0,Иностранный язык,Обществознание,Русский язык,86,71,82,1,2,228
21145,202109481,26,0,Иностранный язык,Математика,Русский язык,60,56,84,1,2,172
21146,202109468,1,0,Математика,Информатика и ИКТ,Русский язык,56,80,64,1,2,216
21147,202109468,2,0,Математика,Информатика и ИКТ,Русский язык,56,80,64,1,2,216
21148,202109468,3,0,Математика,Информатика и ИКТ,Русский язык,56,80,64,1,2,216
21149,202109485,2,1,Математика,Информатика и ИКТ,Русский язык,70,65,76,1,2,200
21150,202109485,1,0,Математика,Информатика и ИКТ,Русский язык,70,65,76,1,2,200
21151,202103691,1,0,Математика,Информатика и ИКТ,Русский язык,56,48,51,1,2,152
21152,202103691,2,0,Математика,Информатика и ИКТ,Русский язык,56,48,51,1,2,152
21153,202107989,11,1,Математика,Физика,Русский язык,45,42,65,2,2,129
21154,202101313,23,0,Математика,Обществознание,Русский язык,82,79,78,3,2,240
21155,202101313,24,0,Математика,Обществознание,Русский язык,82,79,78,3,2,240
21156,202101313,25,1,Математика,Обществознание,Русский язык,82,79,78,3,2,240
21158,202108097,32,1,Математика,Физика,Русский язык,74,68,73,1,2,210
21159,202109503,3,1,Математика,Информатика и ИКТ,Русский язык,70,50,51,2,2,170
21160,202109499,26,0,Иностранный язык,Математика,Русский язык,81,50,90,1,2,181
21161,202101606,8,1,Математика,Физика,Русский язык,39,55,64,1,2,149
21162,202107307,5,0,Математика,Физика,Русский язык,70,64,67,1,2,198
21163,202107307,15,0,Математика,Физика,Русский язык,70,64,67,1,2,198
21164,202107307,11,0,Математика,Физика,Русский язык,70,64,67,1,2,198
21165,202100423,5,1,Математика,Физика,Русский язык,70,59,67,1,2,188
21166,202100423,15,0,Математика,Физика,Русский язык,70,59,67,1,2,188
21167,202100423,11,0,Математика,Физика,Русский язык,70,59,67,1,2,188
21169,202109516,24,0,Математика,Обществознание,Русский язык,74,76,73,1,2,226
21170,202109487,3,1,Математика,Информатика и ИКТ,Русский язык,74,88,78,1,2,250
21171,202102517,3,1,Математика,Информатика и ИКТ,Русский язык,62,70,69,1,2,202
21172,202103681,32,1,Математика,Физика,Русский язык,68,55,69,1,2,178
21173,202105156,1,0,Математика,Информатика и ИКТ,Русский язык,72,90,78,1,2,252
21174,202105156,2,0,Математика,Информатика и ИКТ,Русский язык,72,90,78,1,2,252
21175,202105156,3,1,Математика,Информатика и ИКТ,Русский язык,72,90,78,1,2,252
21176,202109551,1,1,Математика,Информатика и ИКТ,Русский язык,45,58,69,1,2,161
21177,202103149,23,0,Математика,Обществознание,Русский язык,56,59,78,1,2,174
21178,202103149,24,0,Математика,Обществознание,Русский язык,56,59,78,1,2,174
21179,202103149,25,0,Математика,Обществознание,Русский язык,56,59,78,1,2,174
21180,202103149,62,0,Русский язык,Обществознание,Иностранный язык,78,59,69,1,2,196
21181,202100818,3,1,Математика,Информатика и ИКТ,Русский язык,76,93,78,1,2,262
21182,202102694,16,1,Математика,Физика,Русский язык,50,48,78,1,2,146
21183,202102694,22,0,Математика,Физика,Русский язык,50,48,78,1,2,146
21184,202102694,11,0,Математика,Физика,Русский язык,50,48,78,1,2,146
21187,202109486,2,0,Математика,Информатика и ИКТ,Русский язык,76,55,71,1,2,186
21188,202109486,1,0,Математика,Информатика и ИКТ,Русский язык,76,55,71,1,2,186
21189,202107911,1,1,Математика,Информатика и ИКТ,Русский язык,62,80,76,1,2,222
21190,202109397,24,0,Математика,Обществознание,Русский язык,62,61,85,3,2,184
21191,202109690,38,0,Математика,Биология,Русский язык,50,42,65,1,2,134
21192,202109556,3,1,Математика,Информатика и ИКТ,Русский язык,56,68,84,1,2,192
21193,202109556,1,0,Математика,Информатика и ИКТ,Русский язык,56,68,84,1,2,192
21194,202109556,2,0,Математика,Информатика и ИКТ,Русский язык,56,68,84,1,2,192
21195,202109664,3,0,Математика,Информатика и ИКТ,Русский язык,33,50,65,1,2,133
21196,202109664,2,0,Математика,Информатика и ИКТ,Русский язык,33,50,65,1,2,133
21197,202109664,17,0,Математика,Информатика и ИКТ,Русский язык,33,50,65,1,2,133
21198,202109720,23,1,Математика,Обществознание,Русский язык,76,96,76,1,2,268
21199,202109535,4,1,Математика,Информатика и ИКТ,Русский язык,68,55,65,1,2,178
21200,202109535,3,0,Математика,Информатика и ИКТ,Русский язык,68,55,65,1,2,178
21201,202109535,18,0,Математика,Физика,Русский язык,68,48,65,1,2,164
21202,202109535,1,0,Математика,Информатика и ИКТ,Русский язык,68,55,65,1,2,178
21203,202109608,3,0,Математика,Информатика и ИКТ,Русский язык,70,46,70,1,2,162
21204,202109608,16,0,Математика,Физика,Русский язык,70,48,70,1,2,166
21205,202109608,18,0,Математика,Физика,Русский язык,70,48,70,1,2,166
21206,202109608,8,0,Математика,Физика,Русский язык,70,48,70,1,2,166
21207,202109608,7,0,Математика,Информатика и ИКТ,Русский язык,70,46,70,1,2,162
21208,202105596,1,0,Математика,Информатика и ИКТ,Русский язык,45,48,65,1,2,141
21209,202109812,1,1,Математика,Информатика и ИКТ,Русский язык,50,55,70,1,2,160
21210,202109812,2,0,Математика,Информатика и ИКТ,Русский язык,50,55,70,1,2,160
21211,202109812,3,0,Математика,Информатика и ИКТ,Русский язык,50,55,70,1,2,160
21212,202109812,35,0,Математика,Информатика и ИКТ,Русский язык,50,55,70,1,2,160
21213,202109812,36,0,Математика,Информатика и ИКТ,Русский язык,50,55,70,1,2,160
21214,202109586,2,1,Математика,Информатика и ИКТ,Русский язык,45,45,54,1,2,135
21215,202104027,3,1,Математика,Информатика и ИКТ,Русский язык,45,70,60,1,2,185
21217,202105271,3,1,Математика,Информатика и ИКТ,Русский язык,62,65,67,1,2,192
21218,202109722,2,0,Математика,Информатика и ИКТ,Русский язык,56,64,89,1,2,184
21219,202109722,3,0,Математика,Информатика и ИКТ,Русский язык,56,64,89,1,2,184
21220,202109732,3,1,Математика,Информатика и ИКТ,Русский язык,39,78,80,2,2,195
21221,202100105,2,1,Математика,Информатика и ИКТ,Русский язык,50,62,62,1,2,174
21222,202100105,3,0,Математика,Информатика и ИКТ,Русский язык,50,62,62,1,2,174
21223,202104027,2,0,Математика,Информатика и ИКТ,Русский язык,45,70,60,1,2,185
21224,202104027,4,0,Математика,Информатика и ИКТ,Русский язык,45,70,60,1,2,185
21225,202104027,1,0,Математика,Информатика и ИКТ,Русский язык,45,70,60,1,2,185
21226,202109822,3,1,Математика,Информатика и ИКТ,Русский язык,45,50,60,1,2,145
21227,202109822,36,0,Математика,Информатика и ИКТ,Русский язык,45,50,60,1,2,145
21228,202100186,3,1,Математика,Информатика и ИКТ,Русский язык,84,53,78,2,2,190
21229,202105581,18,1,Математика,Физика,Русский язык,56,53,53,1,2,162
21230,202109827,3,0,Математика,Информатика и ИКТ,Русский язык,68,60,72,2,2,188
21231,202103255,16,1,Математика,Физика,Русский язык,45,44,62,1,2,133
21232,202109826,1,1,Математика,Информатика и ИКТ,Русский язык,39,68,66,1,2,175
21233,202109826,2,0,Математика,Информатика и ИКТ,Русский язык,39,68,66,1,2,175
21234,202109826,3,0,Математика,Информатика и ИКТ,Русский язык,39,68,66,1,2,175
21235,202109788,1,1,Математика,Информатика и ИКТ,Русский язык,50,53,72,1,2,156
21236,202109820,30,1,Математика,Физика,Русский язык,50,47,62,1,2,144
21237,202101319,23,1,Математика,Обществознание,Русский язык,80,76,88,1,2,232
21238,202101319,24,0,Математика,Обществознание,Русский язык,80,76,88,1,2,232
21239,202109836,11,0,Математика,Физика,Русский язык,56,40,56,2,2,136
21240,202109846,11,1,Математика,Физика,Русский язык,39,49,54,2,2,137
21241,202101912,3,1,Математика,Информатика и ИКТ,Русский язык,50,73,64,1,2,196
21242,202109672,25,1,Математика,Обществознание,Русский язык,56,59,65,1,2,174
21243,202103369,8,1,Математика,Физика,Русский язык,70,49,65,1,2,168
21244,202109868,36,1,Математика,Информатика и ИКТ,Русский язык,39,60,56,1,2,159
21245,202109868,27,0,Математика,Физика,Русский язык,39,51,56,1,2,141
21246,202109868,20,0,Математика,Физика,Русский язык,39,51,56,1,2,141
21247,202106603,2,1,Математика,Информатика и ИКТ,Русский язык,50,63,70,1,2,176
21248,202109869,11,0,Математика,Физика,Русский язык,78,49,66,1,2,176
21249,202109869,5,1,Математика,Физика,Русский язык,78,49,66,1,2,176
21250,202103700,3,1,Математика,Информатика и ИКТ,Русский язык,76,78,82,1,2,232
21251,202101626,2,1,Математика,Информатика и ИКТ,Русский язык,76,78,88,1,2,232
21252,202109873,1,1,Математика,Информатика и ИКТ,Русский язык,39,68,50,1,2,175
21253,202109878,24,0,Математика,Обществознание,Русский язык,74,91,69,3,2,256
21254,202108670,24,1,Математика,Обществознание,Русский язык,82,90,82,3,2,262
21255,202103384,16,1,Математика,Физика,Русский язык,68,74,92,1,2,216
21256,202109881,24,0,Математика,Обществознание,Русский язык,72,91,82,3,2,254
21257,202101890,2,1,Математика,Информатика и ИКТ,Русский язык,82,77,69,1,2,236
21258,202103338,18,1,Математика,Физика,Русский язык,56,51,78,1,2,158
21259,202109870,3,0,Математика,Информатика и ИКТ,Русский язык,80,84,76,1,2,248
21260,202100233,30,1,Математика,Физика,Русский язык,50,52,72,1,2,154
21261,202100769,18,1,Математика,Физика,Русский язык,56,53,59,1,2,162
21262,202103609,37,1,Математика,Физика,Русский язык,62,49,71,1,2,160
21263,202102347,1,0,Математика,Информатика и ИКТ,Русский язык,74,78,72,1,2,230
21264,202102347,2,0,Математика,Информатика и ИКТ,Русский язык,74,78,72,1,2,230
21265,202102347,3,0,Математика,Информатика и ИКТ,Русский язык,74,78,72,1,2,230
21266,202109872,62,1,Русский язык,Обществознание,Иностранный язык,76,59,72,2,2,194
21267,202109904,3,1,Математика,Информатика и ИКТ,Русский язык,84,64,67,2,2,212
21268,202102935,2,1,Математика,Информатика и ИКТ,Русский язык,68,60,70,1,2,188
21269,202109857,23,1,Математика,Обществознание,Русский язык,50,66,66,3,2,182
21270,202106279,3,1,Математика,Информатика и ИКТ,Русский язык,84,90,71,1,2,264
21271,202109853,2,0,Математика,Информатика и ИКТ,Русский язык,74,78,94,1,2,230
21272,202105132,1,1,Математика,Информатика и ИКТ,Русский язык,76,75,80,1,2,226
21273,202105132,3,0,Математика,Информатика и ИКТ,Русский язык,76,75,80,1,2,226
21274,202105132,2,0,Математика,Информатика и ИКТ,Русский язык,76,75,80,1,2,226
21275,202109877,1,1,Математика,Информатика и ИКТ,Русский язык,39,60,64,1,2,159
21276,202109877,2,0,Математика,Информатика и ИКТ,Русский язык,39,60,64,1,2,159
21277,202109877,3,0,Математика,Информатика и ИКТ,Русский язык,39,60,64,1,2,159
21278,202101546,33,1,Математика,Физика,Русский язык,68,55,71,1,2,178
21279,202100780,20,1,Математика,Физика,Русский язык,56,52,62,1,2,160
21280,202107186,1,0,Математика,Информатика и ИКТ,Русский язык,39,55,57,1,2,149
21281,202107186,36,1,Математика,Информатика и ИКТ,Русский язык,39,55,57,1,2,149
21282,202107186,2,0,Математика,Информатика и ИКТ,Русский язык,39,55,57,1,2,149
21283,202109949,38,1,Математика,Биология,Русский язык,56,43,78,1,2,142
21284,202105412,2,1,Математика,Информатика и ИКТ,Русский язык,56,63,59,1,2,182
21285,202108095,5,1,Математика,Физика,Русский язык,56,58,78,1,2,172
21286,202109987,2,1,Математика,Информатика и ИКТ,Русский язык,50,63,56,1,2,176
21288,202107832,3,1,Математика,Информатика и ИКТ,Русский язык,72,79,70,1,2,230
21290,202101380,3,1,Математика,Информатика и ИКТ,Русский язык,50,85,65,1,2,220
21291,202101380,1,0,Математика,Информатика и ИКТ,Русский язык,50,85,65,1,2,220
21292,202101380,2,0,Математика,Информатика и ИКТ,Русский язык,50,85,65,1,2,220
21293,202109356,1,0,Математика,Информатика и ИКТ,Русский язык,50,48,70,1,2,146
21294,202109356,2,0,Математика,Информатика и ИКТ,Русский язык,50,48,70,1,2,146
21295,202109356,3,0,Математика,Информатика и ИКТ,Русский язык,50,48,70,1,2,146
21296,202101700,11,1,Математика,Физика,Русский язык,56,53,62,2,2,162
21297,202106060,2,1,Математика,Информатика и ИКТ,Русский язык,82,83,73,1,2,248
21298,202109585,4,0,Математика,Информатика и ИКТ,Русский язык,56,48,67,1,2,152
21299,202109585,17,0,Математика,Информатика и ИКТ,Русский язык,56,48,67,1,2,152
21300,202109585,36,1,Математика,Информатика и ИКТ,Русский язык,56,48,67,1,2,152
21301,202108312,3,1,Математика,Информатика и ИКТ,Русский язык,39,45,51,1,2,129
21302,202101705,13,1,Математика,Физика,Русский язык,62,54,73,1,2,170
21303,202110056,3,1,Математика,Информатика и ИКТ,Русский язык,56,83,73,1,2,222
21304,202110056,1,0,Математика,Информатика и ИКТ,Русский язык,56,83,73,1,2,222
21305,202110056,2,0,Математика,Информатика и ИКТ,Русский язык,56,83,73,1,2,222
21306,202110054,23,0,Математика,Обществознание,Русский язык,78,67,69,3,2,212
21307,202110077,23,0,Математика,Обществознание,Русский язык,74,75,66,1,2,224
21308,202110077,24,1,Математика,Обществознание,Русский язык,74,75,66,1,2,224
21309,202110077,25,0,Математика,Обществознание,Русский язык,74,75,66,1,2,224
21310,202109988,11,0,Математика,Физика,Русский язык,50,44,67,1,2,138
21311,202109988,5,0,Математика,Физика,Русский язык,50,44,67,1,2,138
21312,202109988,16,1,Математика,Физика,Русский язык,50,44,67,1,2,138
21313,202109988,9,0,Математика,Физика,Русский язык,50,44,67,1,2,138
21314,202102709,12,1,Математика,Физика,Русский язык,50,46,69,1,2,142
21315,202110084,23,1,Математика,Обществознание,Русский язык,70,74,94,1,2,218
21316,202110086,1,1,Математика,Информатика и ИКТ,Русский язык,39,48,62,1,2,135
21317,202110086,2,0,Математика,Информатика и ИКТ,Русский язык,39,48,62,1,2,135
21318,202110086,7,0,Математика,Информатика и ИКТ,Русский язык,39,48,62,1,2,135
21319,202110086,36,0,Математика,Информатика и ИКТ,Русский язык,39,48,62,1,2,135
21320,202110086,4,0,Математика,Информатика и ИКТ,Русский язык,39,48,62,1,2,135
21321,202110088,24,0,Математика,Обществознание,Русский язык,0,93,0,3,2,186
21322,202110072,1,0,Математика,Информатика и ИКТ,Русский язык,74,80,90,1,2,234
21323,202110072,2,0,Математика,Информатика и ИКТ,Русский язык,74,80,90,1,2,234
21324,202110072,3,0,Математика,Информатика и ИКТ,Русский язык,74,80,90,1,2,234
21325,202110089,24,1,Математика,Обществознание,Русский язык,84,97,73,3,2,278
21326,202104513,10,1,Математика,Физика,Русский язык,68,45,73,1,2,158
21327,202110051,38,0,Математика,Биология,Русский язык,45,51,66,1,2,147
21328,202103256,18,0,Математика,Физика,Русский язык,62,51,76,1,2,164
21329,202103256,16,1,Математика,Физика,Русский язык,62,51,76,1,2,164
21330,202110085,11,1,Математика,Физика,Русский язык,88,68,70,2,2,224
21331,202110094,3,1,Математика,Информатика и ИКТ,Русский язык,68,83,69,1,2,234
21332,202102399,15,1,Математика,Физика,Русский язык,45,72,62,1,2,189
21333,202102399,11,0,Математика,Физика,Русский язык,45,72,62,1,2,189
21334,202109855,1,1,Математика,Информатика и ИКТ,Русский язык,56,53,62,1,2,162
21335,202109855,2,0,Математика,Информатика и ИКТ,Русский язык,56,53,62,1,2,162
21336,202109855,3,0,Математика,Информатика и ИКТ,Русский язык,56,53,62,1,2,162
21337,202107307,37,1,Математика,Физика,Русский язык,70,64,67,1,2,198
21338,202110097,24,0,Математика,Обществознание,Русский язык,45,67,84,1,2,179
21339,202110097,62,0,Русский язык,Обществознание,Иностранный язык,84,67,89,1,2,218
21340,202110097,26,0,Иностранный язык,Математика,Русский язык,89,45,84,1,2,179
21341,202103907,4,1,Математика,Информатика и ИКТ,Русский язык,62,50,73,1,2,162
21345,202110127,11,0,Математика,Физика,Русский язык,0,44,57,2,2,88
21346,202110007,3,1,Математика,Информатика и ИКТ,Русский язык,70,64,71,2,2,198
21347,202107396,4,1,Математика,Информатика и ИКТ,Русский язык,45,65,82,1,2,175
21348,202101495,18,1,Математика,Физика,Русский язык,45,46,62,1,2,137
21349,202104091,22,1,Математика,Физика,Русский язык,99,60,84,1,2,219
21350,202109946,11,1,Математика,Физика,Русский язык,56,46,51,2,2,148
21351,202110144,64,0,Математика,Физика,Русский язык,39,51,49,1,2,141
21352,202107942,3,0,Математика,Информатика и ИКТ,Русский язык,45,46,87,1,2,137
21353,202110141,23,0,Математика,Обществознание,Русский язык,90,97,86,3,2,284
